file,norm,fold,epoch,avg_epoch_time,train_acc,test_acc,dataset,model,declared_epochs,norm_type_header,exp
bn_2.txt,bn,2,152,0.2231,0.7373,0.7143,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,153,0.2231,0.7493,0.8125,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,154,0.2232,0.7742,0.8036,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,155,0.2232,0.7732,0.7679,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,156,0.2232,0.7522,0.75,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,157,0.2232,0.7552,0.8036,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,158,0.2232,0.7552,0.8036,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,159,0.2232,0.7652,0.7679,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,160,0.2232,0.7682,0.75,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,161,0.2232,0.7303,0.7768,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,162,0.2232,0.7742,0.7768,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,163,0.2232,0.7582,0.7589,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,164,0.2232,0.7672,0.7946,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,165,0.2232,0.7652,0.8036,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,166,0.2234,0.7632,0.8036,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,167,0.2234,0.7682,0.8036,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,168,0.2234,0.7622,0.7589,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,169,0.2234,0.7453,0.7321,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,170,0.2234,0.7602,0.7768,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,171,0.2234,0.7532,0.7946,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,172,0.2235,0.7263,0.7679,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,173,0.2235,0.7562,0.7946,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,174,0.2235,0.7682,0.7946,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,175,0.2235,0.7732,0.7946,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,176,0.2235,0.7572,0.7857,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,177,0.2235,0.7712,0.7857,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,178,0.2235,0.6763,0.7143,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,179,0.2235,0.7353,0.7411,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,180,0.2235,0.7622,0.8036,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,181,0.2235,0.7702,0.8036,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,182,0.2235,0.7702,0.7679,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,183,0.2235,0.7732,0.7946,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,184,0.2235,0.7772,0.7857,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,185,0.2235,0.7722,0.7857,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,186,0.2235,0.7782,0.7857,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,187,0.2234,0.7702,0.7946,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,188,0.2235,0.7762,0.8036,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,189,0.2235,0.7483,0.7946,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,190,0.2235,0.7702,0.7946,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,191,0.2234,0.7762,0.8214,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,192,0.2234,0.7582,0.7768,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,193,0.2234,0.7682,0.7946,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,194,0.2234,0.7682,0.7768,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,195,0.2234,0.7582,0.8036,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,196,0.2234,0.7433,0.7679,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,197,0.2234,0.7632,0.8214,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,198,0.2234,0.7672,0.7679,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,199,0.2234,0.7652,0.7946,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,200,0.2234,0.7403,0.7768,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,201,0.2234,0.7602,0.8125,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,202,0.2234,0.7612,0.7679,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,203,0.2234,0.7622,0.7946,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,204,0.2234,0.7642,0.8036,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,205,0.2234,0.7802,0.75,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,206,0.2235,0.7762,0.7411,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,207,0.2236,0.7652,0.7768,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,208,0.2236,0.7642,0.8036,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,209,0.2236,0.7552,0.7857,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,210,0.2236,0.7652,0.8125,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,211,0.2236,0.7682,0.7679,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,212,0.2236,0.7732,0.7679,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,213,0.2236,0.7642,0.7589,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,214,0.2236,0.7742,0.7857,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,215,0.2235,0.7792,0.8125,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,216,0.2235,0.7592,0.7946,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,217,0.2235,0.7682,0.7857,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,218,0.2235,0.7642,0.7768,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,219,0.2235,0.7692,0.7768,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,220,0.2235,0.7313,0.7768,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,221,0.2236,0.7662,0.7946,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,222,0.2236,0.7712,0.7768,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,223,0.2236,0.7562,0.7857,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,224,0.2236,0.7612,0.8125,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,225,0.2236,0.7622,0.7857,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,226,0.2236,0.7722,0.7679,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,227,0.2236,0.7752,0.7589,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,228,0.2236,0.7802,0.7946,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,229,0.2236,0.7712,0.8036,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,230,0.2236,0.7602,0.7768,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,231,0.2236,0.7702,0.75,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,232,0.2236,0.7742,0.7857,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,233,0.2236,0.7612,0.7857,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,234,0.2236,0.7742,0.7857,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,235,0.2236,0.7453,0.8036,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,236,0.2236,0.7722,0.7857,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,237,0.2236,0.7303,0.7143,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,238,0.2236,0.7453,0.7679,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,239,0.2236,0.7602,0.7857,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,240,0.2236,0.7622,0.8125,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,241,0.2236,0.7712,0.7679,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,242,0.2236,0.7812,0.7768,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,243,0.2236,0.7862,0.7589,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,244,0.2237,0.7802,0.75,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,245,0.2237,0.7712,0.7679,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,246,0.2237,0.7812,0.7946,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,247,0.2237,0.7692,0.7589,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,248,0.2237,0.7552,0.8125,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,249,0.2237,0.7692,0.8304,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,250,0.2237,0.7792,0.8125,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,251,0.2237,0.7682,0.8036,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,252,0.2237,0.7782,0.7768,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,253,0.2237,0.7712,0.7679,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,254,0.2237,0.7892,0.75,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,255,0.2237,0.7852,0.7589,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,256,0.2237,0.7692,0.7768,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,257,0.2237,0.7652,0.7768,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,258,0.2237,0.7792,0.7679,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,259,0.2237,0.7772,0.8036,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,260,0.2239,0.7253,0.7411,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,261,0.2239,0.7772,0.7946,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,262,0.2239,0.7882,0.7946,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,263,0.2239,0.7782,0.7679,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,264,0.2239,0.7652,0.7946,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,265,0.2239,0.7752,0.7857,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,266,0.224,0.7702,0.7946,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,267,0.224,0.7732,0.7857,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,268,0.224,0.7802,0.7768,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,269,0.224,0.7702,0.7768,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,270,0.224,0.7752,0.8036,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,271,0.224,0.7722,0.8304,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,272,0.224,0.7852,0.8125,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,273,0.2239,0.7882,0.8125,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,274,0.2239,0.7822,0.7768,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,275,0.224,0.7732,0.7946,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,276,0.224,0.7742,0.7857,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,277,0.224,0.7802,0.7946,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,278,0.224,0.7732,0.8036,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,279,0.2241,0.7882,0.7857,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,280,0.2243,0.7832,0.7768,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,281,0.2245,0.7792,0.7857,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,282,0.2245,0.7822,0.7857,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,283,0.2245,0.7842,0.7946,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,284,0.2246,0.7872,0.7946,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,285,0.2247,0.7842,0.7768,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,286,0.2247,0.7882,0.7857,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,287,0.2249,0.7822,0.7857,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,288,0.225,0.7822,0.7857,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,289,0.2253,0.7802,0.7857,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,290,0.2258,0.7792,0.7857,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,291,0.2259,0.7822,0.7857,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,292,0.2259,0.7802,0.7768,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,293,0.226,0.7812,0.7768,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,294,0.2262,0.7802,0.7768,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,295,0.2263,0.7782,0.7768,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,296,0.2265,0.7802,0.7768,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,297,0.2265,0.7802,0.7768,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,298,0.2266,0.7782,0.7768,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,299,0.2267,0.7822,0.7857,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
bn_2.txt,bn,2,300,0.2268,0.7822,0.7857,PROTEINS,GIN,300,bn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,1,0.6394,0.4036,0.4018,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,2,0.5915,0.6244,0.6339,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,3,0.5777,0.6553,0.6696,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,4,0.5785,0.6523,0.6875,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,5,0.5764,0.7453,0.75,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,6,0.573,0.6713,0.625,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,7,0.5715,0.6973,0.7054,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,8,0.5732,0.7453,0.7054,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,9,0.5735,0.7592,0.7411,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,10,0.5737,0.7373,0.7411,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,11,0.5744,0.7552,0.7589,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,12,0.5741,0.7173,0.6964,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,13,0.5746,0.6024,0.5982,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,14,0.5769,0.6903,0.6786,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,15,0.5765,0.7023,0.7054,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,16,0.576,0.7622,0.7946,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,17,0.5782,0.7602,0.75,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,18,0.5774,0.7203,0.7232,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,19,0.5786,0.7682,0.7589,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,20,0.5792,0.7413,0.7411,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,21,0.579,0.7702,0.8036,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,22,0.5782,0.7592,0.7679,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,23,0.5777,0.7632,0.7143,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,24,0.5774,0.7872,0.7589,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,25,0.5773,0.7113,0.7054,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,26,0.5774,0.6563,0.6786,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,27,0.577,0.7033,0.6875,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,28,0.5795,0.6753,0.5982,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,29,0.5795,0.7063,0.7054,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,30,0.5797,0.7413,0.7679,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,31,0.5802,0.7632,0.7857,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,32,0.5803,0.7682,0.7768,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,33,0.5812,0.7373,0.6964,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,34,0.5813,0.6523,0.5446,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,35,0.5809,0.7552,0.7768,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,36,0.5806,0.6044,0.5982,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,37,0.5803,0.7343,0.7321,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,38,0.58,0.7512,0.7589,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,39,0.5799,0.7782,0.7768,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,40,0.5796,0.7213,0.7321,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,41,0.5794,0.7902,0.7411,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,42,0.5792,0.6154,0.6161,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,43,0.5792,0.6853,0.6875,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,44,0.5789,0.7532,0.7321,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,45,0.5788,0.6783,0.7232,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,46,0.5786,0.7143,0.7143,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,47,0.5782,0.7572,0.75,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,48,0.5782,0.7143,0.7321,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,49,0.578,0.7083,0.7054,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,50,0.5777,0.7033,0.7232,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,51,0.5781,0.7582,0.75,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,52,0.5779,0.7762,0.7589,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,53,0.5778,0.6364,0.6607,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,54,0.5777,0.7832,0.7679,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,55,0.5775,0.5325,0.5089,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,56,0.5775,0.7053,0.6696,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,57,0.5774,0.6893,0.7321,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,58,0.5774,0.6663,0.6964,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,59,0.5774,0.7552,0.7321,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,60,0.5774,0.7103,0.6786,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,61,0.5774,0.6843,0.6161,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,62,0.5775,0.7103,0.7411,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,63,0.5775,0.5574,0.5,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,64,0.5775,0.7433,0.75,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,65,0.5775,0.7532,0.7589,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,66,0.5776,0.7532,0.7679,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,67,0.5776,0.6883,0.6607,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,68,0.5775,0.7123,0.7321,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,69,0.5777,0.7443,0.75,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,70,0.5778,0.7722,0.7589,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,71,0.5779,0.7632,0.75,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,72,0.5779,0.7622,0.7589,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,73,0.5778,0.7403,0.7321,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,74,0.5778,0.7862,0.7946,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,75,0.5779,0.7762,0.7589,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,76,0.5779,0.6683,0.6696,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,77,0.578,0.7632,0.75,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,78,0.5781,0.7732,0.7589,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_0.txt,dwgn,0,79,0.5781,0.7812,0.75,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
