norm,folds,epochs_run,final_train_acc_mean,final_train_acc_std,final_test_acc_mean,final_test_acc_std,best_test_acc_mean,best_test_acc_std,best_test_epoch_mean,avg_epoch_time_mean,avg_epoch_time_std,mean_train_acc_over_all_epochs,mean_test_acc_over_all_epochs
dwgn,3,300.0,0.7882000000000001,0.006557438524302032,0.7916666666666666,0.01858287742340603,0.8125,0.008900000000000047,78.33333333333333,0.6631333333333332,0.02039812082848154,0.7458503333333334,0.7465085555555556
gn,3,300.0,0.7868666666666666,0.005507570547286137,0.7887333333333334,0.036084391824351594,0.8184333333333335,0.02249718500909244,133.66666666666666,0.6898333333333334,0.006404946005497076,0.7445358888888889,0.7452103333333333
gsgn,3,300.0,0.7678666666666666,0.003785938897200142,0.7768,0.015415252187362961,0.8243999999999999,0.020611404610069595,155.0,0.6989333333333333,0.026819085244156517,0.740070888888889,0.7529391111111111
bn,3,300.0,0.7772,0.00435889894354069,0.7767666666666666,0.01547298721428194,0.8065666666666665,0.02249718500909247,151.0,0.22483333333333333,0.003758102358017054,0.7453073333333333,0.7441176666666667
